local,site,transecto,spp.Name,spp.ID,N.pts.per.species,Cov..per.species,MFG
Pomene,Pomene sul,T1,Nephtheidae sp,50,1,2,Octocoral
Pomene,Pomene sul,T1,Sea urchin,65,1,2,Echinodermata
Pomene,Pomene sul,T1,Sinularia sp,66,1,2,Octocoral
Pomene,Pomene sul,T1,Sponge,67,21,42,Sponge
Pomene,Pomene sul,T1,Turf,74,10,20,Turf algae
Pomene,Pomene sul,T1,Acanthastrea sp,1,7,14,Coral
Pomene,Pomene sul,T1,Bleached coral,13,1,2,Dead coral
Pomene,Pomene sul,T1,Clavelina sp,15,1,2,Ascidian 
Pomene,Pomene sul,T1,Other invertebrates,52,1,2,Other invertebrates
Pomene,Pomene sul,T1,Red algae,60,1,2,Red algea
Pomene,Pomene sul,T1,Sinularia sp,66,1,2,Octocoral
Pomene,Pomene sul,T1,Sponge,67,18,36,Sponge
Pomene,Pomene sul,T1,Turf,74,19,38,Turf algae
Pomene,Pomene sul,T1,zoanthid,81,1,2,Other invertebrates
Pomene,Pomene sul,T1,Acanthastrea sp,1,4,8,Coral
Pomene,Pomene sul,T1,Acropora sp,6,2,4,Coral
Pomene,Pomene sul,T1,Crustose coralline algae (CCA),19,2,4,Crustose coralline algae (CCA)
Pomene,Pomene sul,T1,Echinopora sp,23,2,4,Coral
Pomene,Pomene sul,T1,Pocillopora sp,58,2,4,Coral
Pomene,Pomene sul,T1,Sinularia sp,66,4,8,Octocoral
Pomene,Pomene sul,T1,Sponge,67,7,14,Sponge
Pomene,Pomene sul,T1,Turf,74,27,54,Turf algae
Pomene,Pomene sul,T1,Acropora cf branchi,3,9,18,Coral
Pomene,Pomene sul,T1,Cladiella kashmani,14,9,18,Octocoral
Pomene,Pomene sul,T1,Pocillopora sp,58,1,2,Coral
Pomene,Pomene sul,T1,Red algae,60,3,6,Red algea
Pomene,Pomene sul,T1,Sponge,67,2,4,Sponge
Pomene,Pomene sul,T1,Turf,74,24,48,Turf algae
Pomene,Pomene sul,T1,zoanthid,81,2,4,Other invertebrates
Pomene,Pomene sul,T1,Acropora cf branchi,3,15,30,Coral
Pomene,Pomene sul,T1,Cladiella kashmani,14,1,2,Octocoral
Pomene,Pomene sul,T1,Lobophytum sp,44,2,4,Octocoral
Pomene,Pomene sul,T1,Red algae,60,4,8,Red algea
Pomene,Pomene sul,T1,Sponge,67,8,16,Sponge
Pomene,Pomene sul,T1,Turf,74,20,40,Turf algae
Pomene,Pomene sul,T1,Acanthastrea sp,1,2,4,Coral
Pomene,Pomene sul,T1,Acropora cf branchi,3,1,2,Coral
Pomene,Pomene sul,T1,Hidrozoa,34,1,2,Other invertebrates
Pomene,Pomene sul,T1,Nephtheidae sp,50,1,2,Octocoral
Pomene,Pomene sul,T1,Red algae,60,5,10,Red algea
Pomene,Pomene sul,T1,Sinularia sp,66,2,4,Octocoral
Pomene,Pomene sul,T1,Sponge,67,8,16,Sponge
Pomene,Pomene sul,T1,Turf,74,30,60,Turf algae
Pomene,Pomene sul,T1,Acropora cf branchi,3,10,20,Coral
Pomene,Pomene sul,T1,Didemnum spp,21,1,2,Ascidian 
Pomene,Pomene sul,T1,Ircinia spp,39,1,2,Sponge
Pomene,Pomene sul,T1,Red algae,60,3,6,Red algea
Pomene,Pomene sul,T1,Sponge,67,3,6,Sponge
Pomene,Pomene sul,T1,Turf,74,32,64,Turf algae
Pomene,Pomene sul,T1,Cladiella kashmani,14,2,4,Octocoral
Pomene,Pomene sul,T1,Montipora cf turgescens,47,1,2,Coral
Pomene,Pomene sul,T1,Red algae,60,1,2,Red algea
Pomene,Pomene sul,T1,Sponge,67,8,16,Sponge
Pomene,Pomene sul,T1,Turf,74,38,76,Turf algae
Pomene,Pomene sul,T2,Acropora cf apressa,2,2,4,Coral
Pomene,Pomene sul,T2,Cladiella kashmani,14,5,10,Octocoral
Pomene,Pomene sul,T2,Clavelina sp,15,1,2,Ascidian 
Pomene,Pomene sul,T2,Didemnum spp,21,1,2,Ascidian 
Pomene,Pomene sul,T2,Echinopora sp,23,1,2,Coral
Pomene,Pomene sul,T2,Ircinia spp,39,1,2,Sponge
Pomene,Pomene sul,T2,Pocillopora sp,58,2,4,Coral
Pomene,Pomene sul,T2,Red algae,60,5,10,Red algea
Pomene,Pomene sul,T2,Sinularia sp,66,1,2,Octocoral
Pomene,Pomene sul,T2,Sponge,67,13,26,Sponge
Pomene,Pomene sul,T2,Turf,74,18,36,Turf algae
Pomene,Pomene sul,T2,Anemone,9,2,4,Other invertebrates
Pomene,Pomene sul,T2,Didemnum spp,21,1,2,Ascidian 
Pomene,Pomene sul,T2,Lobophytum sp,44,14,28,Octocoral
Pomene,Pomene sul,T2,Sand,62,2,4,Substrate
Pomene,Pomene sul,T2,Sponge,67,11,22,Sponge
Pomene,Pomene sul,T2,Turf,74,18,36,Turf algae
Pomene,Pomene sul,T2,unidentified encrusting coral,76,2,4,Coral
Pomene,Pomene sul,T2,Acanthastrea sp,1,5,10,Coral
Pomene,Pomene sul,T2,Crustose coralline algae (CCA),19,1,2,Crustose coralline algae (CCA)
Pomene,Pomene sul,T2,Goniopora sp,31,1,2,Coral
Pomene,Pomene sul,T2,Other invertebrates,52,1,2,Other invertebrates
Pomene,Pomene sul,T2,Sand,62,3,6,Substrate
Pomene,Pomene sul,T2,Sponge,67,9,18,Sponge
Pomene,Pomene sul,T2,Turf,74,30,60,Turf algae
Pomene,Pomene sul,T2,Acropora cf branchi,3,1,2,Coral
Pomene,Pomene sul,T2,Didemnum spp,21,4,8,Ascidian 
Pomene,Pomene sul,T2,Octocoral branching,51,1,2,Octocoral
Pomene,Pomene sul,T2,Other invertebrates,52,3,6,Other invertebrates
Pomene,Pomene sul,T2,Sponge,67,19,38,Sponge
Pomene,Pomene sul,T2,Turf,74,22,44,Turf algae
Pomene,Pomene sul,T2,Acropora cf branchi,3,6,12,Coral
Pomene,Pomene sul,T2,Favia sp,25,1,2,Coral
Pomene,Pomene sul,T2,Heteractis magnifica,33,3,6,Other invertebrates
Pomene,Pomene sul,T2,Ircinia spp,39,1,2,Sponge
Pomene,Pomene sul,T2,Sarcophytum spp,63,1,2,Octocoral
Pomene,Pomene sul,T2,Sinularia sp,66,7,14,Octocoral
Pomene,Pomene sul,T2,Sponge,67,19,38,Sponge
Pomene,Pomene sul,T2,Turf,74,12,24,Turf algae
Pomene,Pomene sul,T2,Acropora cf branchi,3,21,42,Coral
Pomene,Pomene sul,T2,Sponge,67,2,4,Sponge
Pomene,Pomene sul,T2,Turf,74,27,54,Turf algae
Pomene,Pomene sul,T2,Cladiella kashmani,14,15,30,Octocoral
Pomene,Pomene sul,T2,Dendronephyta sp,20,1,2,Octocoral
Pomene,Pomene sul,T2,Sponge,67,15,30,Sponge
Pomene,Pomene sul,T2,Tubastraea diaphana,70,1,2,Coral
Pomene,Pomene sul,T2,Turf,74,18,36,Turf algae
Pomene,Pomene sul,T2,Red algae,60,5,10,Red algea
Pomene,Pomene sul,T2,Sand,62,8,16,Substrate
Pomene,Pomene sul,T2,Sarcophytum spp,63,1,2,Octocoral
Pomene,Pomene sul,T2,Sponge,67,5,10,Sponge
Pomene,Pomene sul,T2,Turf,74,31,62,Turf algae
Pomene,Pomene sul,T2,Acropora cf branchi,3,2,4,Coral
Pomene,Pomene sul,T2,Anemone,9,1,2,Other invertebrates
Pomene,Pomene sul,T2,Red algae,60,3,6,Red algea
Pomene,Pomene sul,T2,Sand,62,4,8,Substrate
Pomene,Pomene sul,T2,Sponge,67,12,24,Sponge
Pomene,Pomene sul,T2,Turf,74,28,56,Turf algae
Pomene,Pomene sul,T2,Cladiella kashmani,14,3,6,Octocoral
Pomene,Pomene sul,T2,Red algae,60,7,14,Red algea
Pomene,Pomene sul,T2,Sinularia sp,66,2,4,Octocoral
Pomene,Pomene sul,T2,Sponge,67,13,26,Sponge
Pomene,Pomene sul,T2,Turf,74,25,50,Turf algae
Pomene,Pomene sul,T3,Acropora cf branchi,3,12,24,Coral
Pomene,Pomene sul,T3,Clavelina sp,15,1,2,Ascidian 
Pomene,Pomene sul,T3,Dendronephyta sp,20,2,4,Octocoral
Pomene,Pomene sul,T3,Red algae,60,8,16,Red algea
Pomene,Pomene sul,T3,Sponge,67,8,16,Sponge
Pomene,Pomene sul,T3,Turf,74,19,38,Turf algae
Pomene,Pomene sul,T3,Acanthastrea sp,1,1,2,Coral
Pomene,Pomene sul,T3,Red algae,60,1,2,Red algea
Pomene,Pomene sul,T3,Sand,62,17,34,Substrate
Pomene,Pomene sul,T3,Sinularia sp,66,2,4,Octocoral
Pomene,Pomene sul,T3,Sponge,67,9,18,Sponge
Pomene,Pomene sul,T3,Turf,74,20,40,Turf algae
Pomene,Pomene sul,T3,Acanthastrea sp,1,3,6,Coral
Pomene,Pomene sul,T3,Acropora cf branchi,3,3,6,Coral
Pomene,Pomene sul,T3,Didemnum spp,21,1,2,Ascidian 
Pomene,Pomene sul,T3,Ircinia spp,39,1,2,Sponge
Pomene,Pomene sul,T3,Sand,62,10,20,Substrate
Pomene,Pomene sul,T3,Sinularia sp,66,1,2,Octocoral
Pomene,Pomene sul,T3,Sponge,67,6,12,Sponge
Pomene,Pomene sul,T3,Turf,74,24,48,Turf algae
Pomene,Pomene sul,T3,zoanthid,81,1,2,Other invertebrates
Pomene,Pomene sul,T3,Acropora cf apressa,2,1,2,Coral
Pomene,Pomene sul,T3,Echinopora sp,23,4,8,Coral
Pomene,Pomene sul,T3,Favites sp,26,1,2,Coral
Pomene,Pomene sul,T3,Ircinia spp,39,1,2,Sponge
Pomene,Pomene sul,T3,Nephtheidae sp,50,1,2,Octocoral
Pomene,Pomene sul,T3,Red algae,60,3,6,Red algea
Pomene,Pomene sul,T3,Sinularia sp,66,2,4,Octocoral
Pomene,Pomene sul,T3,Sponge,67,14,28,Sponge
Pomene,Pomene sul,T3,Turf,74,23,46,Turf algae
Pomene,Pomene sul,T3,Crustose coralline algae (CCA),19,2,4,Crustose coralline algae (CCA)
Pomene,Pomene sul,T3,Red algae,60,3,6,Red algea
Pomene,Pomene sul,T3,Sand,62,8,16,Substrate
Pomene,Pomene sul,T3,Sponge,67,19,38,Sponge
Pomene,Pomene sul,T3,Turf,74,18,36,Turf algae
Pomene,Pomene sul,T3,Acropora cf apressa,2,1,2,Coral
Pomene,Pomene sul,T3,Acropora cf branchi,3,2,4,Coral
Pomene,Pomene sul,T3,Cladiella kashmani,14,3,6,Octocoral
Pomene,Pomene sul,T3,Favia sp,25,1,2,Coral
Pomene,Pomene sul,T3,Nephtheidae sp,50,3,6,Octocoral
Pomene,Pomene sul,T3,Red algae,60,4,8,Red algea
Pomene,Pomene sul,T3,Sea urchin,65,1,2,Echinodermata
Pomene,Pomene sul,T3,Sinularia sp,66,1,2,Octocoral
Pomene,Pomene sul,T3,Sponge,67,11,22,Sponge
Pomene,Pomene sul,T3,Turf,74,23,46,Turf algae
Pomene,Pomene sul,T3,Acanthastrea sp,1,1,2,Coral
Pomene,Pomene sul,T3,Acropora cf branchi,3,1,2,Coral
Pomene,Pomene sul,T3,Crustose coralline algae (CCA),19,2,4,Crustose coralline algae (CCA)
Pomene,Pomene sul,T3,Didemnum spp,21,3,6,Ascidian 
Pomene,Pomene sul,T3,Ircinia spp,39,1,2,Sponge
Pomene,Pomene sul,T3,Red algae,60,2,4,Red algea
Pomene,Pomene sul,T3,Sinularia sp,66,2,4,Octocoral
Pomene,Pomene sul,T3,Sponge,67,30,60,Sponge
Pomene,Pomene sul,T3,Turf,74,4,8,Turf algae
Pomene,Pomene sul,T3,ascidias nao identificadas,82,4,8,Ascidian 
Pomene,Pomene sul,T3,Acropora cf apressa,2,1,2,Coral
Pomene,Pomene sul,T3,Acropora cf branchi,3,2,4,Coral
Pomene,Pomene sul,T3,Crustose coralline algae (CCA),19,1,2,Crustose coralline algae (CCA)
Pomene,Pomene sul,T3,Echinophyllia aspera,22,1,2,Coral
Pomene,Pomene sul,T3,Other invertebrates,52,11,22,Other invertebrates
Pomene,Pomene sul,T3,Red algae,60,4,8,Red algea
Pomene,Pomene sul,T3,Rock,61,2,4,Substrate
Pomene,Pomene sul,T3,Sand,62,6,12,Substrate
Pomene,Pomene sul,T3,Sponge,67,5,10,Sponge
Pomene,Pomene sul,T3,Turf,74,17,34,Turf algae
Pomene,Pomene sul,T3,Acropora cf branchi,3,13,26,Coral
Pomene,Pomene sul,T3,Clavelina sp,15,2,4,Ascidian 
Pomene,Pomene sul,T3,Crustose coralline algae (CCA),19,3,6,Crustose coralline algae (CCA)
Pomene,Pomene sul,T3,Didemnum spp,21,1,2,Ascidian 
Pomene,Pomene sul,T3,Red algae,60,2,4,Red algea
Pomene,Pomene sul,T3,Sand,62,3,6,Substrate
Pomene,Pomene sul,T3,Sinularia sp,66,2,4,Octocoral
Pomene,Pomene sul,T3,Sponge,67,9,18,Sponge
Pomene,Pomene sul,T3,Turf,74,14,28,Turf algae
Pomene,Pomene sul,T3,ascidias nao identificadas,82,1,2,Ascidian 
Pomene,Pomene sul,T3,Acanthastrea sp,1,2,4,Coral
Pomene,Pomene sul,T3,Didemnum spp,21,1,2,Ascidian 
Pomene,Pomene sul,T3,Lobophytum sp,44,8,16,Octocoral
Pomene,Pomene sul,T3,Red algae,60,2,4,Red algea
Pomene,Pomene sul,T3,Sand,62,8,16,Substrate
Pomene,Pomene sul,T3,Sea urchin,65,1,2,Echinodermata
Pomene,Pomene sul,T3,Sinularia sp,66,1,2,Octocoral
Pomene,Pomene sul,T3,Sponge,67,2,4,Sponge
Pomene,Pomene sul,T3,Turf,74,23,46,Turf algae
Pomene,Pomene sul,T3,ascidias nao identificadas,82,2,4,Ascidian 
Pomene,Pomene norte norte,T1,Red algae,60,22,44,Red algea
Pomene,Pomene norte norte,T1,Sand,62,1,2,Substrate
Pomene,Pomene norte norte,T1,Sponge,67,6,12,Sponge
Pomene,Pomene norte norte,T1,Turf,74,20,40,Turf algae
Pomene,Pomene norte norte,T1,ascidias nao identificadas,82,1,2,Ascidian 
Pomene,Pomene norte norte,T1,Clavelina sp,15,1,2,Ascidian 
Pomene,Pomene norte norte,T1,Nephtheidae sp,50,1,2,Octocoral
Pomene,Pomene norte norte,T1,Red algae,60,16,32,Red algea
Pomene,Pomene norte norte,T1,Sand,62,7,14,Substrate
Pomene,Pomene norte norte,T1,Sponge,67,11,22,Sponge
Pomene,Pomene norte norte,T1,Turf,74,14,28,Turf algae
Pomene,Pomene norte norte,T1,Clavelina sp,15,1,2,Ascidian 
Pomene,Pomene norte norte,T1,Red algae,60,31,62,Red algea
Pomene,Pomene norte norte,T1,Sand,62,3,6,Substrate
Pomene,Pomene norte norte,T1,Sponge,67,3,6,Sponge
Pomene,Pomene norte norte,T1,Turf,74,11,22,Turf algae
Pomene,Pomene norte norte,T1,ascidias nao identificadas,82,1,2,Ascidian 
Pomene,Pomene norte norte,T1,Clavelina sp,15,3,6,Ascidian 
Pomene,Pomene norte norte,T1,Red algae,60,3,6,Red algea
Pomene,Pomene norte norte,T1,Sand,62,3,6,Substrate
Pomene,Pomene norte norte,T1,Sponge,67,23,46,Sponge
Pomene,Pomene norte norte,T1,Turf,74,18,36,Turf algae
Pomene,Pomene norte norte,T1,Clavelina sp,15,4,8,Ascidian 
Pomene,Pomene norte norte,T1,Red algae,60,8,16,Red algea
Pomene,Pomene norte norte,T1,Sand,62,11,22,Substrate
Pomene,Pomene norte norte,T1,Sponge,67,18,36,Sponge
Pomene,Pomene norte norte,T1,Turf,74,8,16,Turf algae
Pomene,Pomene norte norte,T1,ascidias nao identificadas,82,1,2,Ascidian 
Pomene,Pomene norte norte,T1,Red algae,60,1,2,Red algea
Pomene,Pomene norte norte,T1,Rock,61,3,6,Substrate
Pomene,Pomene norte norte,T1,Sand,62,6,12,Substrate
Pomene,Pomene norte norte,T1,Sponge,67,9,18,Sponge
Pomene,Pomene norte norte,T1,Turf,74,31,62,Turf algae
Pomene,Pomene norte norte,T1,Favia sp,25,1,2,Coral
Pomene,Pomene norte norte,T1,Ircinia spp,39,1,2,Sponge
Pomene,Pomene norte norte,T1,Red algae,60,1,2,Red algea
Pomene,Pomene norte norte,T1,Sand,62,3,6,Substrate
Pomene,Pomene norte norte,T1,Sponge,67,9,18,Sponge
Pomene,Pomene norte norte,T1,Turf,74,35,70,Turf algae
Pomene,Pomene norte norte,T1,Anemone,9,3,6,Other invertebrates
Pomene,Pomene norte norte,T1,Clavelina sp,15,6,12,Ascidian 
Pomene,Pomene norte norte,T1,Red algae,60,8,16,Red algea
Pomene,Pomene norte norte,T1,Sand,62,2,4,Substrate
Pomene,Pomene norte norte,T1,Sponge,67,3,6,Sponge
Pomene,Pomene norte norte,T1,Tubastraea diaphana,70,1,2,Coral
Pomene,Pomene norte norte,T1,Turf,74,26,52,Turf algae
Pomene,Pomene norte norte,T1,ascidias nao identificadas,82,1,2,Ascidian 
Pomene,Pomene norte norte,T1,Acropora cf branchi,3,1,2,Coral
Pomene,Pomene norte norte,T1,Dendronephyta sp,20,2,4,Octocoral
Pomene,Pomene norte norte,T1,Octocoral branching,51,4,8,Octocoral
Pomene,Pomene norte norte,T1,Sand,62,3,6,Substrate
Pomene,Pomene norte norte,T1,Sponge,67,17,34,Sponge
Pomene,Pomene norte norte,T1,Tubastraea diaphana,70,2,4,Coral
Pomene,Pomene norte norte,T1,Turf,74,21,42,Turf algae
Pomene,Pomene norte norte,T1,Hidrozoa,34,4,8,Other invertebrates
Pomene,Pomene norte norte,T1,Ircinia spp,39,1,2,Sponge
Pomene,Pomene norte norte,T1,Red algae,60,9,18,Red algea
Pomene,Pomene norte norte,T1,Sand,62,2,4,Substrate
Pomene,Pomene norte norte,T1,Sponge,67,20,40,Sponge
Pomene,Pomene norte norte,T1,Turf,74,13,26,Turf algae
Pomene,Pomene norte norte,T1,ascidias nao identificadas,82,1,2,Ascidian 
Pomene,Pomene norte norte,T2,Dendronephyta sp,20,1,2,Octocoral
Pomene,Pomene norte norte,T2,Paramontastraea peresi,53,8,16,Coral
Pomene,Pomene norte norte,T2,Sand,62,2,4,Substrate
Pomene,Pomene norte norte,T2,Sponge,67,37,74,Sponge
Pomene,Pomene norte norte,T2,Turf,74,2,4,Turf algae
Pomene,Pomene norte norte,T2,Favites sp,26,3,6,Coral
Pomene,Pomene norte norte,T2,Horastrea indica,36,4,8,Coral
Pomene,Pomene norte norte,T2,Other invertebrates,52,4,8,Other invertebrates
Pomene,Pomene norte norte,T2,Red algae,60,2,4,Red algea
Pomene,Pomene norte norte,T2,Rock,61,3,6,Substrate
Pomene,Pomene norte norte,T2,Sand,62,11,22,Substrate
Pomene,Pomene norte norte,T2,Sponge,67,5,10,Sponge
Pomene,Pomene norte norte,T2,Turf,74,17,34,Turf algae
Pomene,Pomene norte norte,T2,ascidias nao identificadas,82,1,2,Ascidian 
Pomene,Pomene norte norte,T2,Red algae,60,2,4,Red algea
Pomene,Pomene norte norte,T2,Sand,62,22,44,Substrate
Pomene,Pomene norte norte,T2,Sponge,67,13,26,Sponge
Pomene,Pomene norte norte,T2,Turf,74,13,26,Turf algae
Pomene,Pomene norte norte,T2,Dendronephyta sp,20,6,12,Octocoral
Pomene,Pomene norte norte,T2,Red algae,60,8,16,Red algea
Pomene,Pomene norte norte,T2,Sponge,67,18,36,Sponge
Pomene,Pomene norte norte,T2,Turf,74,14,28,Turf algae
Pomene,Pomene norte norte,T2,ascidias nao identificadas,82,4,8,Ascidian 
Pomene,Pomene norte norte,T2,Acanthastrea sp,1,2,4,Coral
Pomene,Pomene norte norte,T2,Dendronephyta sp,20,1,2,Octocoral
Pomene,Pomene norte norte,T2,Red algae,60,4,8,Red algea
Pomene,Pomene norte norte,T2,Sand,62,1,2,Substrate
Pomene,Pomene norte norte,T2,Sponge,67,21,42,Sponge
Pomene,Pomene norte norte,T2,Turf,74,19,38,Turf algae
Pomene,Pomene norte norte,T2,ascidias nao identificadas,82,2,4,Ascidian 
Pomene,Pomene norte norte,T2,Other invertebrates,52,1,2,Other invertebrates
Pomene,Pomene norte norte,T2,Red algae,60,11,22,Red algea
Pomene,Pomene norte norte,T2,Sand,62,14,28,Substrate
Pomene,Pomene norte norte,T2,Sponge,67,7,14,Sponge
Pomene,Pomene norte norte,T2,Turf,74,16,32,Turf algae
Pomene,Pomene norte norte,T2,unidentified solitary coral,79,1,2,Coral
Pomene,Pomene norte norte,T2,Acropora cf apressa,2,1,2,Coral
Pomene,Pomene norte norte,T2,Clavelina sp,15,1,2,Ascidian 
Pomene,Pomene norte norte,T2,Favites sp,26,1,2,Coral
Pomene,Pomene norte norte,T2,Red algae,60,3,6,Red algea
Pomene,Pomene norte norte,T2,Sand,62,12,24,Substrate
Pomene,Pomene norte norte,T2,Sponge,67,19,38,Sponge
Pomene,Pomene norte norte,T2,Turf,74,13,26,Turf algae
Pomene,Pomene norte norte,T2,Coscinaraea sp,17,1,2,Coral
Pomene,Pomene norte norte,T2,Red algae,60,7,14,Red algea
Pomene,Pomene norte norte,T2,Sand,62,16,32,Substrate
Pomene,Pomene norte norte,T2,Sponge,67,8,16,Sponge
Pomene,Pomene norte norte,T2,Turf,74,16,32,Turf algae
Pomene,Pomene norte norte,T2,ascidias nao identificadas,82,2,4,Ascidian 
Pomene,Pomene norte norte,T2,Acropora cf apressa,2,1,2,Coral
Pomene,Pomene norte norte,T2,Clavelina sp,15,1,2,Ascidian 
Pomene,Pomene norte norte,T2,Octocoral branching,51,2,4,Octocoral
Pomene,Pomene norte norte,T2,Red algae,60,3,6,Red algea
Pomene,Pomene norte norte,T2,Sand,62,3,6,Substrate
Pomene,Pomene norte norte,T2,Sinularia sp,66,3,6,Octocoral
Pomene,Pomene norte norte,T2,Sponge,67,18,36,Sponge
Pomene,Pomene norte norte,T2,Tubastraea diaphana,70,1,2,Coral
Pomene,Pomene norte norte,T2,Turf,74,16,32,Turf algae
Pomene,Pomene norte norte,T2,ascidias nao identificadas,82,2,4,Ascidian 
Pomene,Pomene norte norte,T2,Acropora cf apressa,2,2,4,Coral
Pomene,Pomene norte norte,T2,Ircinia spp,39,2,4,Sponge
Pomene,Pomene norte norte,T2,Other invertebrates,52,1,2,Other invertebrates
Pomene,Pomene norte norte,T2,Red algae,60,5,10,Red algea
Pomene,Pomene norte norte,T2,Sand,62,4,8,Substrate
Pomene,Pomene norte norte,T2,Sponge,67,9,18,Sponge
Pomene,Pomene norte norte,T2,Turf,74,24,48,Turf algae
Pomene,Pomene norte norte,T2,ascidias nao identificadas,82,3,6,Ascidian 
Pomene,Pomene norte norte,T3,Bleached coral,13,1,2,Dead coral
Pomene,Pomene norte norte,T3,Rock,61,1,2,Substrate
Pomene,Pomene norte norte,T3,Sand,62,1,2,Substrate
Pomene,Pomene norte norte,T3,Sponge,67,19,38,Sponge
Pomene,Pomene norte norte,T3,Tubastraea diaphana,70,5,10,Coral
Pomene,Pomene norte norte,T3,Turf,74,18,36,Turf algae
Pomene,Pomene norte norte,T3,ascidias nao identificadas,82,5,10,Ascidian 
Pomene,Pomene norte norte,T3,Clavelina sp,15,5,10,Ascidian 
Pomene,Pomene norte norte,T3,Other invertebrates,52,3,6,Other invertebrates
Pomene,Pomene norte norte,T3,Red algae,60,4,8,Red algea
Pomene,Pomene norte norte,T3,Sand,62,1,2,Substrate
Pomene,Pomene norte norte,T3,Sponge,67,13,26,Sponge
Pomene,Pomene norte norte,T3,Turf,74,23,46,Turf algae
Pomene,Pomene norte norte,T3,Palythoa,83,1,2,Other invertebrates
Pomene,Pomene norte norte,T3,Acropora cf branchi,3,1,2,Coral
Pomene,Pomene norte norte,T3,Clavelina sp,15,3,6,Ascidian 
Pomene,Pomene norte norte,T3,Coral ruble,16,4,8,Substrate
Pomene,Pomene norte norte,T3,Crustose coralline algae (CCA),19,1,2,Crustose coralline algae (CCA)
Pomene,Pomene norte norte,T3,Dendronephyta sp,20,1,2,Octocoral
Pomene,Pomene norte norte,T3,Red algae,60,4,8,Red algea
Pomene,Pomene norte norte,T3,Sinularia sp,66,1,2,Octocoral
Pomene,Pomene norte norte,T3,Sponge,67,17,34,Sponge
Pomene,Pomene norte norte,T3,Tubastraea diaphana,70,1,2,Coral
Pomene,Pomene norte norte,T3,Turf,74,17,34,Turf algae
Pomene,Pomene norte norte,T3,Acropora cf branchi,3,1,2,Coral
Pomene,Pomene norte norte,T3,Clavelina sp,15,6,12,Ascidian 
Pomene,Pomene norte norte,T3,Dendronephyta sp,20,1,2,Octocoral
Pomene,Pomene norte norte,T3,Hidrozoa,34,3,6,Other invertebrates
Pomene,Pomene norte norte,T3,Ircinia spp,39,1,2,Sponge
Pomene,Pomene norte norte,T3,Octocoral branching,51,1,2,Octocoral
Pomene,Pomene norte norte,T3,Pocillopora sp,58,1,2,Coral
Pomene,Pomene norte norte,T3,Red algae,60,3,6,Red algea
Pomene,Pomene norte norte,T3,Sponge,67,18,36,Sponge
Pomene,Pomene norte norte,T3,Turf,74,15,30,Turf algae
Pomene,Pomene norte norte,T3,Clavelina sp,15,1,2,Ascidian 
Pomene,Pomene norte norte,T3,Red algae,60,22,44,Red algea
Pomene,Pomene norte norte,T3,Sand,62,2,4,Substrate
Pomene,Pomene norte norte,T3,Sponge,67,7,14,Sponge
Pomene,Pomene norte norte,T3,Turf,74,18,36,Turf algae
Pomene,Pomene norte norte,T3,Clavelina sp,15,1,2,Ascidian 
Pomene,Pomene norte norte,T3,Coscinaraea sp,17,1,2,Coral
Pomene,Pomene norte norte,T3,Red algae,60,11,22,Red algea
Pomene,Pomene norte norte,T3,Sand,62,2,4,Substrate
Pomene,Pomene norte norte,T3,Sponge,67,11,22,Sponge
Pomene,Pomene norte norte,T3,Tubastraea diaphana,70,1,2,Coral
Pomene,Pomene norte norte,T3,Turf,74,22,44,Turf algae
Pomene,Pomene norte norte,T3,ascidias nao identificadas,82,1,2,Ascidian 
Pomene,Pomene norte norte,T3,Clavelina sp,15,1,2,Ascidian 
Pomene,Pomene norte norte,T3,Red algae,60,23,46,Red algea
Pomene,Pomene norte norte,T3,Sand,62,11,22,Substrate
Pomene,Pomene norte norte,T3,Sponge,67,1,2,Sponge
Pomene,Pomene norte norte,T3,Turf,74,14,28,Turf algae
Pomene,Pomene norte norte,T3,Clavelina sp,15,7,14,Ascidian 
Pomene,Pomene norte norte,T3,Red algae,60,7,14,Red algea
Pomene,Pomene norte norte,T3,Sand,62,5,10,Substrate
Pomene,Pomene norte norte,T3,Sponge,67,11,22,Sponge
Pomene,Pomene norte norte,T3,Turf,74,19,38,Turf algae
Pomene,Pomene norte norte,T3,Polychaeta,84,1,2,Other invertebrates
Pomene,Pomene norte norte,T3,Clavelina sp,15,1,2,Ascidian 
Pomene,Pomene norte norte,T3,Ircinia spp,39,3,6,Sponge
Pomene,Pomene norte norte,T3,Red algae,60,7,14,Red algea
Pomene,Pomene norte norte,T3,Sand,62,11,22,Substrate
Pomene,Pomene norte norte,T3,Sponge,67,5,10,Sponge
Pomene,Pomene norte norte,T3,Turf,74,23,46,Turf algae
Pomene,Pomene norte norte,T3,Red algae,60,11,22,Red algea
Pomene,Pomene norte norte,T3,Sand,62,13,26,Substrate
Pomene,Pomene norte norte,T3,Sponge,67,16,32,Sponge
Pomene,Pomene norte norte,T3,Turf,74,10,20,Turf algae
Zambia,Zambia0,T1,Acropora cf branchi,3,1,2,Coral
Zambia,Zambia0,T1,Acropora digitifera,5,1,2,Coral
Zambia,Zambia0,T1,Ircinia spp,39,1,2,Sponge
Zambia,Zambia0,T1,Pocillopora sp,58,6,12,Coral
Zambia,Zambia0,T1,Porites sp,59,3,6,Coral
Zambia,Zambia0,T1,Red algae,60,3,6,Red algea
Zambia,Zambia0,T1,Sand,62,1,2,Substrate
Zambia,Zambia0,T1,Sponge,67,20,40,Sponge
